preference_key,movie_title,star_cast,rating,year,place,vote,link
2,Contra lo imposible,"James Mangold (dir.), Matt Damon, Christian Bale",8.050404102998963,2019,210,,/title/tt1950186/
3,Hotel Ruanda,"Terry George (dir.), Don Cheadle, Sophie Okonedo",8.048129520069528,2004,211,,/title/tt0395169/
4,Rocky,"John G. Avildsen (dir.), Sylvester Stallone, Talia Shire",8.046701564675304,1976,212,,/title/tt0075148/
1,Pelotón,"Oliver Stone (dir.), Charlie Sheen, Tom Berenger",8.04374561807373,1986,213,,/title/tt0091763/
2,Ratatouille,"Brad Bird (dir.), Brad Garrett, Lou Romano",8.04368667614196,2007,214,,/title/tt0382932/
3,En primera plana,"Tom McCarthy (dir.), Mark Ruffalo, Michael Keaton",8.041079114325061,2015,215,,/title/tt1895587/
4,Logan Wolverine,"James Mangold (dir.), Hugh Jackman, Patrick Stewart",8.040741310198788,2017,216,,/title/tt3315342/
1,Terminator,"James Cameron (dir.), Arnold Schwarzenegger, Linda Hamilton",8.040214379975394,1984,217,,/title/tt0088247/
2,Cuenta conmigo,"Rob Reiner (dir.), Wil Wheaton, River Phoenix",8.036166045387185,1986,218,,/title/tt0092005/
3,Rush: Pasión y gloria,"Ron Howard (dir.), Daniel Brühl, Chris Hemsworth",8.034980947831114,2013,219,,/title/tt1979320/
4,Poder que mata,"Sidney Lumet (dir.), Faye Dunaway, William Holden",8.034140662938194,1976,220,,/title/tt0074958/
1,Antes del atardecer,"Richard Linklater (dir.), Ethan Hawke, Julie Delpy",8.032972635499334,2004,221,,/title/tt0381681/
2,Camino salvaje,"Sean Penn (dir.), Emile Hirsch, Vince Vaughn",8.030775812723602,2007,222,,/title/tt0758758/
3,El mago de Oz,"Victor Fleming (dir.), Judy Garland, Frank Morgan",8.030101487229231,1939,223,,/title/tt0032138/
4,Los mejores años de nuestras vidas,"William Wyler (dir.), Myrna Loy, Dana Andrews",8.028429064625893,1946,224,,/title/tt0036868/
1,El exorcista,"William Friedkin (dir.), Ellen Burstyn, Max von Sydow",8.026578838849144,1973,225,,/title/tt0070047/
2,Hechizo del tiempo,"Harold Ramis (dir.), Bill Murray, Andie MacDowell",8.026456183296864,1993,226,,/title/tt0107048/
3,Los increíbles,"Brad Bird (dir.), Craig T. Nelson, Samuel L. Jackson",8.025091168075205,2004,227,,/title/tt0317705/
4,Ser o no ser,"Ernst Lubitsch (dir.), Carole Lombard, Jack Benny",8.02474352472071,1942,228,,/title/tt0035446/
1,El odio,"Mathieu Kassovitz (dir.), Vincent Cassel, Hubert Koundé",8.02436945944009,1995,229,,/title/tt0113247/
2,Piratas del Caribe: La maldición del Perla Negra,"Gore Verbinski (dir.), Johnny Depp, Geoffrey Rush",8.02363356133497,2003,230,,/title/tt0325980/
3,La canción del camino,"Satyajit Ray (dir.), Kanu Bannerjee, Karuna Bannerjee",8.02321819336616,1955,231,,/title/tt0048473/
4,Siempre a tu lado,"Lasse Hallström (dir.), Richard Gere, Joan Allen",8.022124370147734,2009,232,,/title/tt1028532/
1,La batalla de Argel,"Gillo Pontecorvo (dir.), Brahim Hadjadj, Jean Martin",8.022111313282123,1966,233,,/title/tt0058946/
2,Las viñas de la ira,"John Ford (dir.), Henry Fonda, Jane Darwell",8.021936259009992,1940,234,,/title/tt0032551/
3,Jai Bhim,"T.J. Gnanavel (dir.), Suriya, Lijo Mol Jose",8.021097469154721,2021,235,,/title/tt15097216/
4,Babam ve Oglum,"Çagan Irmak (dir.), Çetin Tekindor, Fikret Kuskan",8.02046942674798,2005,236,,/title/tt0476735/
1,Amores perros,"Alejandro G. Iñárritu (dir.), Emilio Echevarría, Gael García Bernal",8.019440244075787,2000,237,,/title/tt0245712/
2,"Rebeca, una mujer inolvidable","Alfred Hitchcock (dir.), Laurence Olivier, Joan Fontaine",8.018505799760296,1940,238,,/title/tt0032976/
3,The Handmaiden,"Park Chan-wook (dir.), Kim Min-hee, Ha Jung-woo",8.01778376804708,2016,239,,/title/tt4016934/
4,La leyenda del indomable,"Stuart Rosenberg (dir.), Paul Newman, George Kennedy",8.017591833084678,1967,240,,/title/tt0061512/
1,La novicia rebelde,"Robert Wise (dir.), Julie Andrews, Christopher Plummer",8.0132968478114,1965,241,,/title/tt0059742/
2,Los 400 golpes,"François Truffaut (dir.), Jean-Pierre Léaud, Albert Rémy",8.012740563549148,1959,242,,/title/tt0053198/
3,Sucedió una noche,"Frank Capra (dir.), Clark Gable, Claudette Colbert",8.012511349173394,1934,243,,/title/tt0025316/
4,Persona,"Ingmar Bergman (dir.), Bibi Andersson, Liv Ullmann",8.010714285375386,1966,244,,/title/tt0060827/
1,La vida de Brian,"Terry Jones (dir.), Graham Chapman, John Cleese",8.008755227320576,1979,245,,/title/tt0079470/
2,El gigante de hierro,"Brad Bird (dir.), Eli Marienthal, Harry Connick Jr.",8.006221873594733,1999,246,,/title/tt0129167/
3,Historias cruzadas,"Tate Taylor (dir.), Viola Davis, Emma Stone",8.005819284497415,2011,247,,/title/tt1454029/
4,Aladdín,"Ron Clements (dir.), Scott Weinger, Robin Williams",8.003659692384476,1992,248,,/title/tt0103639/
1,Dersu Uzala,"Akira Kurosawa (dir.), Maksim Munzuk, Yuriy Solomin",8.003129111847999,1975,249,,/title/tt0071411/
2,Danza con lobos,"Kevin Costner (dir.), Kevin Costner, Mary McDonnell",8.001597688948204,1990,250,,/title/tt0099348/
